Rank,University,Points
1,Escola Tècnica Superior d'Enginyeria Industrial de Barcelona - Universitat Politècnica de Catalunya,105.91
2,Escola Superior d'Enginyeries Industrial Aeroespacial i Audiovisual de Terrassa (UPC),103.96
3,University of the Basque Country,100.75
4,Escola d'Enginyeria de Barcelona Est. EEBE,74.46
5,University of Seville,72.26
6,TECNUN - University of Navarra,71.11
7,Universidad Politécnica de Madrid (UPM),59.0
8,Universidad Pontificia Comillas,58.98
9,Universidad de Oviedo,52.67
10,Universidad Politécnica de Cartagena,31.33
11,Universidad de Castilla-La Mancha,7.0
12,University of Alcalá,0.0
