Rank,University,Points
1,Escola Tècnica Superior d'Enginyeria Industrial de Barcelona - Universitat Politècnica de Catalunya,3001.03
2,Escola Superior d'Enginyeries Industrial Aeroespacial i Audiovisual de Terrassa (UPC),2281.09
3,University of the Basque Country,2256.6
4,TECNUN - University of Navarra,1379.5
5,University of Seville,1278.86
6,Escola d'Enginyeria de Barcelona Est. EEBE,1093.26
7,Universidad Pontificia Comillas,683.8
8,Universidad Politécnica de Madrid (UPM),582.0
9,Vitoria-University of the Basque Country,416.5
10,Universidad de Oviedo,224.0
11,Universidad Politécnica de Cartagena,94.0
12,University of La Laguna,20.0
13,Universidad de Castilla-La Mancha,7.0
14,University of Alcalá,0.0
