Rank,University,Points
1,Escola Tècnica Superior d'Enginyeria Industrial de Barcelona - Universitat Politècnica de Catalunya,2219.7
2,Escola Superior d'Enginyeries Industrial Aeroespacial i Audiovisual de Terrassa (UPC),1613.23
3,University of the Basque Country,1509.66
4,University of Seville,968.25
5,Escola d'Enginyeria de Barcelona Est. EEBE,919.08
6,TECNUN - University of Navarra,911.54
7,Universidad Politécnica de Madrid (UPM),465.96
8,Universidad Pontificia Comillas,369.68
9,Universidad Politécnica de Cartagena,115.56
10,Universidad de Oviedo,107.7
11,Universidad de Castilla-La Mancha,21.0
12,University of Alcalá,5.0
