Rank,University,Points
1,Escola Tècnica Superior d'Enginyeria Industrial de Barcelona - Universitat Politècnica de Catalunya,10850
2,Escola Superior d'Enginyeries Industrial Aeroespacial i Audiovisual de Terrassa (UPC),7546
3,University of the Basque Country,6483
4,University of Seville,3261
5,TECNUN - University of Navarra,3108
6,Escola d'Enginyeria de Barcelona Est. EEBE,2745
7,Universidad Politécnica de Madrid (UPM),1360
8,Universidad Pontificia Comillas,1199
9,Universidad Politécnica de Cartagena,339
10,Universidad de Oviedo,270
11,Universidad de Castilla-La Mancha,64
12,University of Alcalá,7
