Rank,University,Points
1,Escola Tècnica Superior d'Enginyeria Industrial de Barcelona - Universitat Politècnica de Catalunya,663.29
2,Escola Superior d'Enginyeries Industrial Aeroespacial i Audiovisual de Terrassa (UPC),593.21
3,University of the Basque Country,461.69
4,University of Seville,98.46
5,Universidad Pontificia Comillas,48.35
6,TECNUN - University of Navarra,35.3
7,Escola d'Enginyeria de Barcelona Est. EEBE,3.5
8,Universidad Politécnica de Madrid (UPM),3.5
9,Vitoria-University of the Basque Country,3.5
10,Universidad de Castilla-La Mancha,0.0
11,Universidad de Oviedo,0.0
12,Universidad Politécnica de Cartagena,0.0
13,University of Alcalá,0.0
14,University of La Laguna,0.0
