Rank,University,Points
1,Escola Superior d'Enginyeries Industrial Aeroespacial i Audiovisual de Terrassa (UPC),42.97
2,Escola Tècnica Superior d'Enginyeria Industrial de Barcelona - Universitat Politècnica de Catalunya,29.21
3,University of the Basque Country,14.82
4,University of Seville,9.75
5,TECNUN - University of Navarra,1.88
6,Escola d'Enginyeria de Barcelona Est. EEBE,1.79
7,Universidad Pontificia Comillas,1.29
8,Universidad de Castilla-La Mancha,0.0
9,Universidad de Oviedo,0.0
10,Universidad Politécnica de Cartagena,0.0
11,Universidad Politécnica de Madrid (UPM),0.0
12,University of Alcalá,0.0
