Rank,University,Points
1,Tongji University,243.01
2,Jilin University,133.81
3,Liaoning University of Technology,121.28
4,Harbin Institute of Technology at Weihai,66.69
5,Central South University - Changsha,66.49
6,Hubei University of Automotive Technology,58.01
7,Guangdong University of Technology,38.61
8,Beijing Institute of Technology,3.5
9,Guangxi Science and Technology University Lushan College,0.0
10,Hefei University of Technology,0.0
