Rank,University,Lowest Place,#
1,Jilin University,18th,1
2,Tongji University,23rd,1
3,Liaoning University of Technology,27th,1
4,Guangdong University of Technology,43rd,1
5,Beijing Institute of Technology,N/A,0
6,Central South University - Changsha,N/A,0
7,Guangxi Science and Technology University Lushan College,N/A,0
8,Harbin Institute of Technology at Weihai,N/A,0
9,Hefei University of Technology,N/A,0
10,Hubei University of Automotive Technology,N/A,0
