Rank,University,Lowest Place,#
1,Harbin Institute of Technology at Weihai,3rd,1
2,Liaoning University of Technology,4th,1
3,Guangdong University of Technology,5th,1
4,Hubei University of Automotive Technology,9th,1
5,Jilin University,10th,1
6,Tongji University,17th,1
7,Beijing Institute of Technology,20th,1
8,Central South University - Changsha,N/A,0
9,Guangxi Science and Technology University Lushan College,N/A,0
10,Hefei University of Technology,N/A,0
