Rank,University,Lowest Place,#
1,Hubei University of Automotive Technology,1st,1
2,Harbin Institute of Technology at Weihai,2nd,1
3,Jilin University,3rd,1
4,Liaoning University of Technology,4th,1
5,Beijing Institute of Technology,8th,1
6,Central South University - Changsha,15th,1
7,Guangdong University of Technology,23rd,1
8,Tongji University,28th,1
9,Guangxi Science and Technology University Lushan College,37th,1
10,Hefei University of Technology,49th,1
