Rank,University,Lowest Place,#
1,McGill University,1st,1
2,École de Technologie Superieure,2nd,1
3,Université Laval,3rd,2
4,Toronto Metropolitan University,3rd,1
5,University of Waterloo,3rd,1
6,École Polytechnique de Montréal,3rd,1
7,Western University,4th,1
8,Concordia University,5th,1
9,University of Manitoba,5th,1
10,University of British Columbia - Vancouver,10th,1
11,Ryerson University,12th,1
12,University of Ontario Institute of Technology,12th,1
13,University of Toronto,13th,1
14,McMaster University,20th,1
15,Dalhousie University,25th,1
16,University of Windsor,35th,1
17,University of Victoria,60th,1
