Rank,University,Lowest Place,#
1,McGill University,2nd,1
2,École de Technologie Superieure,2nd,1
3,Université Laval,4th,1
4,École Polytechnique de Montréal,4th,1
5,University of Manitoba,7th,1
6,University of Toronto,7th,1
7,Western University,19th,1
8,Concordia University,24th,1
9,University of British Columbia - Vancouver,25th,1
10,Dalhousie University,N/A,0
11,McMaster University,N/A,0
12,Ryerson University,N/A,0
13,Toronto Metropolitan University,N/A,0
14,University of Ontario Institute of Technology,N/A,0
15,University of Victoria,N/A,0
16,University of Waterloo,N/A,0
17,University of Windsor,N/A,0
