Rank,University,Points
1,McGill University,174.3
2,École Polytechnique de Montréal,171.47
3,École de Technologie Superieure,170.67
4,Université Laval,168.94
5,University of Toronto,110.67
6,Western University,36.5
7,Concordia University,28.9
8,University of British Columbia - Vancouver,27.1
9,University of Manitoba,7.0
10,Dalhousie University,0.0
11,McMaster University,0.0
12,Ryerson University,0.0
13,Toronto Metropolitan University,0.0
14,University of Ontario Institute of Technology,0.0
15,University of Victoria,0.0
16,University of Waterloo,0.0
17,University of Windsor,0.0
