Rank,University,Points
1,Toronto Metropolitan University,87.2
2,École de Technologie Superieure,86.92
3,Ryerson University,77.4
4,Concordia University,76.9
5,McGill University,76.84
6,Dalhousie University,72.8
7,University of Waterloo,72.77
8,University of Toronto,71.62
9,Université Laval,70.67
10,École Polytechnique de Montréal,66.15
11,University of Manitoba,64.3
12,McMaster University,62.27
13,University of British Columbia - Vancouver,61.2
14,Western University,56.54
15,University of Windsor,53.15
16,University of Ontario Institute of Technology,35.63
17,University of Victoria,30.2
