Rank,University,Points
1,Université Laval,418.94
2,University of Toronto,245.0
3,École Polytechnique de Montréal,238.24
4,McGill University,193.8
5,École de Technologie Superieure,177.3
6,Western University,168.1
7,University of British Columbia - Vancouver,95.9
8,University of Manitoba,94.8
9,Concordia University,53.7
10,Dalhousie University,0.0
11,McMaster University,0.0
12,Ryerson University,0.0
13,Toronto Metropolitan University,0.0
14,University of Ontario Institute of Technology,0.0
15,University of Victoria,0.0
16,University of Waterloo,0.0
17,University of Windsor,0.0
