Rank,University,Points
1,École de Technologie Superieure,142.25
2,University of Toronto,123.69
3,École Polytechnique de Montréal,102.61
4,Concordia University,58.8
5,Université Laval,53.77
6,McGill University,46.54
7,Western University,35.06
8,University of Manitoba,7.8
9,University of British Columbia - Vancouver,7.67
10,Dalhousie University,0.0
11,McMaster University,0.0
12,Ryerson University,0.0
13,Toronto Metropolitan University,0.0
14,University of Ontario Institute of Technology,0.0
15,University of Victoria,0.0
16,University of Waterloo,0.0
17,University of Windsor,0.0
