Rank,University,Points
1,École de Technologie Superieure,28.44
2,University of Toronto,27.67
3,McGill University,24.9
4,École Polytechnique de Montréal,19.05
5,Université Laval,18.77
6,Concordia University,9.63
7,University of British Columbia - Vancouver,9.03
8,Western University,7.3
9,University of Manitoba,1.4
10,Dalhousie University,0.0
11,McMaster University,0.0
12,Ryerson University,0.0
13,Toronto Metropolitan University,0.0
14,University of Ontario Institute of Technology,0.0
15,University of Victoria,0.0
16,University of Waterloo,0.0
17,University of Windsor,0.0
