Rank,University,Points
1,Université Laval,636.05
2,École Polytechnique de Montréal,595.33
3,McGill University,537.9
4,École de Technologie Superieure,521.5
5,University of Manitoba,321.5
6,University of Toronto,286.5
7,Western University,282.7
8,Concordia University,230.7
9,University of Waterloo,218.3
10,McMaster University,186.8
11,University of British Columbia - Vancouver,183.6
12,Toronto Metropolitan University,174.4
13,University of Ontario Institute of Technology,106.9
14,University of Windsor,106.3
15,Ryerson University,77.4
16,Dalhousie University,72.8
17,University of Victoria,30.2
