Rank,University,Points
1,École Polytechnique de Montréal,448.96
2,Université Laval,343.03
3,École de Technologie Superieure,333.22
4,McGill University,274.8
5,University of Toronto,180.43
6,University of British Columbia - Vancouver,109.1
7,Western University,63.0
8,University of Manitoba,13.0
9,Concordia University,0.0
10,Dalhousie University,0.0
11,McMaster University,0.0
12,Ryerson University,0.0
13,Toronto Metropolitan University,0.0
14,University of Ontario Institute of Technology,0.0
15,University of Victoria,0.0
16,University of Waterloo,0.0
17,University of Windsor,0.0
