Rank,University,Points
1,École de Technologie Superieure,55.54
2,École Polytechnique de Montréal,49.88
3,University of Toronto,45.11
4,McGill University,39.26
5,Université Laval,38.11
6,University of British Columbia - Vancouver,36.37
7,Western University,12.6
8,University of Manitoba,2.6
9,Concordia University,0.0
10,Dalhousie University,0.0
11,McMaster University,0.0
12,Ryerson University,0.0
13,Toronto Metropolitan University,0.0
14,University of Ontario Institute of Technology,0.0
15,University of Victoria,0.0
16,University of Waterloo,0.0
17,University of Windsor,0.0
