Rank,University,Points
1,McGill University,129.29
2,École de Technologie Superieure,125.25
3,University of Toronto,94.25
4,Université Laval,93.67
5,École Polytechnique de Montréal,90.94
6,Western University,90.0
7,University of Waterloo,71.67
8,Concordia University,63.33
9,Dalhousie University,60.0
10,Ryerson University,60.0
11,University of Manitoba,58.0
12,University of British Columbia - Vancouver,56.67
13,McMaster University,51.67
14,University of Ontario Institute of Technology,50.0
15,Toronto Metropolitan University,45.0
16,University of Victoria,40.0
17,University of Windsor,27.5
