Rank,University,Points
1,McGill University,905.0
2,Université Laval,843.0
3,École Polytechnique de Montréal,818.5
4,École de Technologie Superieure,751.5
5,Western University,450.0
6,University of Toronto,377.0
7,University of Manitoba,290.0
8,University of Waterloo,215.0
9,Concordia University,190.0
10,University of British Columbia - Vancouver,170.0
11,McMaster University,155.0
12,University of Ontario Institute of Technology,150.0
13,Toronto Metropolitan University,90.0
14,Dalhousie University,60.0
15,Ryerson University,60.0
16,University of Windsor,55.0
17,University of Victoria,40.0
