Rank,University,Lowest Place,#
1,McGill University,1st,1
2,École de Technologie Superieure,2nd,1
3,École Polytechnique de Montréal,2nd,1
4,Université Laval,3rd,1
5,University of Manitoba,6th,1
6,University of Toronto,7th,2
7,Concordia University,26th,1
8,University of British Columbia - Vancouver,27th,1
9,Western University,28th,1
10,Dalhousie University,N/A,0
11,McMaster University,N/A,0
12,Ryerson University,N/A,0
13,Toronto Metropolitan University,N/A,0
14,University of Ontario Institute of Technology,N/A,0
15,University of Victoria,N/A,0
16,University of Waterloo,N/A,0
17,University of Windsor,N/A,0
