Rank,University,Points
1,McGill University,457.7
2,Université Laval,423.53
3,École Polytechnique de Montréal,420.4
4,École de Technologie Superieure,347.62
5,University of Manitoba,321.7
6,Western University,273.0
7,University of Toronto,245.0
8,University of British Columbia - Vancouver,171.6
9,University of Ontario Institute of Technology,169.8
10,Concordia University,160.1
11,McMaster University,156.1
12,Toronto Metropolitan University,129.6
13,University of Waterloo,111.5
14,Ryerson University,75.0
15,University of Windsor,68.1
16,Dalhousie University,34.9
17,University of Victoria,33.8
