Rank,University,Points
1,Monash University,2387.29
2,RMIT University,1740.8
3,University of Wollongong,1670.9
4,University of Western Australia,1454.11
5,University of New South Wales,1383.94
6,University of Sydney,1149.77
7,University of Melbourne,1126.4
8,University of Adelaide,1078.56
9,University of Queensland,972.4
10,University of New South Wales - Australian Defence Force Academy,901.87
11,Curtin University,870.93
12,Edith Cowan University,825.01
13,The University of Newcastle,764.37
14,Swinburne University of Technology,693.81
15,University of South Australia,660.0
16,Deakin University,636.33
17,University of Technology Sydney,558.34
18,Queensland University of Technology,521.18
19,Australian National University,401.42
20,Victoria University Australia,328.5
21,University of Tasmania,290.69
22,Griffith University,269.7
23,Flinders University,231.3
24,Federation University Australia,129.2
25,University of Southern Queensland,70.9
26,Western Sydney University,21.5
27,James Cook University,10.0
