Rank,University,Points
1,Monash University,2079.94
2,RMIT University,1640.93
3,University of Wollongong,1311.54
4,University of Western Australia,1197.57
5,University of New South Wales,1020.35
6,University of Melbourne,989.95
7,University of Sydney,975.83
8,University of Queensland,957.4
9,University of Adelaide,876.25
10,University of New South Wales - Australian Defence Force Academy,741.58
11,Curtin University,717.9
12,Swinburne University of Technology,689.27
13,Edith Cowan University,630.8
14,The University of Newcastle,630.27
15,Deakin University,586.67
16,University of South Australia,463.46
17,Queensland University of Technology,459.4
18,University of Technology Sydney,408.78
19,Griffith University,311.4
20,Australian National University,308.58
21,University of Tasmania,296.03
22,University of Southern Queensland,192.48
23,Flinders University,179.5
24,Victoria University Australia,178.7
25,Western Sydney University,105.8
26,Federation University Australia,104.72
27,James Cook University,89.1
