Rank,University,Points
1,Monash University,1480.56
2,University of Wollongong,1152.92
3,RMIT University,1040.76
4,University of Western Australia,981.38
5,University of New South Wales,945.98
6,University of Queensland,899.91
7,University of Sydney,723.75
8,University of Melbourne,656.1
9,Edith Cowan University,638.91
10,University of Adelaide,565.01
11,University of New South Wales - Australian Defence Force Academy,553.8
12,Curtin University,543.28
13,Swinburne University of Technology,516.91
14,The University of Newcastle,391.22
15,Griffith University,336.2
16,Queensland University of Technology,286.67
17,Deakin University,251.85
18,Australian National University,247.79
19,University of Tasmania,220.97
20,University of Technology Sydney,187.96
21,University of South Australia,169.91
22,Victoria University Australia,50.3
23,University of Southern Queensland,41.95
24,Western Sydney University,32.9
25,Flinders University,21.9
26,Federation University Australia,0.0
27,James Cook University,0.0
