Rank,University,Points
1,Monash University,4252.3
2,RMIT University,3392.4
3,University of Wollongong,2602.3
4,University of Western Australia,2525.0
5,University of New South Wales,2247.5
6,University of Melbourne,1973.6
7,University of Sydney,1873.3
8,University of Adelaide,1761.0
9,University of Queensland,1738.4
10,Edith Cowan University,1598.6
11,Curtin University,1583.0
12,University of New South Wales - Australian Defence Force Academy,1482.0
13,Swinburne University of Technology,1298.6
14,The University of Newcastle,1162.6
15,Deakin University,973.9
16,University of Technology Sydney,854.5
17,University of South Australia,837.0
18,Queensland University of Technology,659.4
19,Griffith University,547.3
20,University of Tasmania,527.0
21,Australian National University,501.8
22,Flinders University,419.0
23,Victoria University Australia,311.9
24,University of Southern Queensland,278.0
25,James Cook University,148.0
26,Federation University Australia,117.1
27,Western Sydney University,90.2
