Rank,University,Points
1,Monash University,704.62
2,University of Wollongong,694.27
3,University of Western Australia,652.76
4,Griffith University,629.8
5,Edith Cowan University,618.46
6,RMIT University,590.65
7,University of Queensland,544.33
8,Swinburne University of Technology,522.09
9,University of Melbourne,520.0
10,University of Tasmania,517.4
11,University of Sydney,497.67
12,Curtin University,490.07
13,University of New South Wales,486.05
14,Australian National University,457.83
15,University of Adelaide,438.94
16,University of New South Wales - Australian Defence Force Academy,397.64
17,Queensland University of Technology,393.8
18,The University of Newcastle,343.29
19,University of Technology Sydney,289.91
20,Deakin University,282.82
21,University of South Australia,261.55
22,Flinders University,229.0
23,Victoria University Australia,199.4
24,James Cook University,133.0
25,Western Sydney University,132.5
26,University of Southern Queensland,124.8
27,Federation University Australia,119.33
