Rank,University,Points
1,Monash University,47.99
2,Griffith University,37.34
3,University of Wollongong,34.58
4,University of Queensland,32.38
5,University of Western Australia,32.35
6,Edith Cowan University,32.04
7,RMIT University,30.01
8,Curtin University,27.69
9,University of Tasmania,27.08
10,University of Melbourne,25.57
11,Swinburne University of Technology,25.34
12,University of New South Wales,24.52
13,University of Adelaide,23.6
14,University of Sydney,22.31
15,University of New South Wales - Australian Defence Force Academy,20.21
16,The University of Newcastle,17.73
17,Queensland University of Technology,14.82
18,Australian National University,13.64
19,Deakin University,11.22
20,University of Technology Sydney,8.8
21,University of South Australia,7.27
22,University of Southern Queensland,3.52
23,Western Sydney University,1.75
24,Victoria University Australia,0.5
25,Federation University Australia,0.0
26,Flinders University,0.0
27,James Cook University,0.0
