Rank,University,Points
1,Monash University,6712.62
2,University of Wollongong,5153.53
3,University of Western Australia,4744.22
4,RMIT University,4240.01
5,University of Queensland,3143.66
6,University of Melbourne,2767.99
7,University of Sydney,2713.65
8,University of New South Wales,2123.28
9,University of Adelaide,2082.7
10,Curtin University,2002.16
11,Edith Cowan University,1959.29
12,Swinburne University of Technology,1265.79
13,Queensland University of Technology,1229.21
14,University of New South Wales - Australian Defence Force Academy,1101.1
15,Griffith University,981.8
16,The University of Newcastle,910.81
17,University of Technology Sydney,862.98
18,Australian National University,815.03
19,University of Tasmania,779.96
20,University of South Australia,402.04
21,Deakin University,252.8
22,Victoria University Australia,110.2
23,Flinders University,33.0
24,James Cook University,14.0
25,Western Sydney University,4.0
26,Federation University Australia,0.0
27,University of Southern Queensland,0.0
