Rank,University,Points
1,Monash University,3105.38
2,University of Wollongong,2224.87
3,RMIT University,2113.83
4,University of Western Australia,1938.11
5,University of New South Wales,1288.87
6,University of Queensland,1058.95
7,University of Melbourne,996.21
8,Swinburne University of Technology,957.69
9,University of Sydney,912.25
10,Curtin University,868.63
11,Edith Cowan University,859.3
12,University of Adelaide,643.11
13,Queensland University of Technology,559.81
14,The University of Newcastle,508.32
15,Australian National University,369.52
16,Griffith University,326.5
17,University of New South Wales - Australian Defence Force Academy,298.8
18,Deakin University,288.09
19,University of South Australia,264.63
20,University of Tasmania,219.62
21,University of Technology Sydney,207.14
22,Flinders University,31.1
23,University of Southern Queensland,22.5
24,Victoria University Australia,15.0
25,Federation University Australia,7.5
26,Western Sydney University,6.5
27,James Cook University,5.0
