Rank,University,Points
1,Monash University,1058.39
2,University of Queensland,441.37
3,RMIT University,406.24
4,University of Wollongong,394.69
5,University of Melbourne,385.04
6,Edith Cowan University,384.29
7,Curtin University,348.2
8,University of New South Wales,221.4
9,University of Sydney,205.0
10,University of New South Wales - Australian Defence Force Academy,204.8
11,Griffith University,189.2
12,University of Western Australia,188.64
13,The University of Newcastle,186.05
14,University of Tasmania,115.0
15,Queensland University of Technology,75.18
16,University of Adelaide,51.54
17,Swinburne University of Technology,42.46
18,Australian National University,21.3
19,University of Technology Sydney,10.9
20,Deakin University,0.0
21,Federation University Australia,0.0
22,Flinders University,0.0
23,James Cook University,0.0
24,University of South Australia,0.0
25,University of Southern Queensland,0.0
26,Victoria University Australia,0.0
27,Western Sydney University,0.0
