Rank,University,Points
1,Monash University,1535.62
2,RMIT University,780.14
3,University of Wollongong,760.72
4,University of Western Australia,679.31
5,University of Queensland,582.86
6,University of New South Wales,490.49
7,University of Melbourne,460.3
8,Curtin University,415.4
9,University of Sydney,401.64
10,University of Adelaide,401.17
11,Edith Cowan University,384.43
12,University of New South Wales - Australian Defence Force Academy,283.0
13,Swinburne University of Technology,278.78
14,The University of Newcastle,248.26
15,Griffith University,186.7
16,Queensland University of Technology,148.16
17,University of Tasmania,135.38
18,Deakin University,123.45
19,University of Technology Sydney,96.75
20,Australian National University,81.86
21,University of South Australia,79.95
22,University of Southern Queensland,17.6
23,Western Sydney University,3.5
24,Victoria University Australia,2.5
25,Federation University Australia,0.0
26,Flinders University,0.0
27,James Cook University,0.0
