Rank,University,Points
1,Edith Cowan University,133.22
2,Monash University,132.88
3,RMIT University,130.48
4,University of Western Australia,120.24
5,University of Wollongong,118.29
6,Swinburne University of Technology,118.05
7,University of New South Wales,112.38
8,University of Melbourne,109.64
9,Griffith University,109.46
10,University of New South Wales - Australian Defence Force Academy,105.86
11,Curtin University,105.53
12,University of Tasmania,105.4
13,Flinders University,104.75
14,University of Sydney,104.07
15,University of Adelaide,103.59
16,University of Queensland,96.58
17,Deakin University,88.54
18,Australian National University,83.63
19,The University of Newcastle,83.04
20,University of Technology Sydney,77.68
21,University of South Australia,76.09
22,James Cook University,74.0
23,Queensland University of Technology,65.94
24,Victoria University Australia,62.38
25,University of Southern Queensland,55.6
26,Western Sydney University,45.1
27,Federation University Australia,39.03
