Rank,University,Points
1,University of Wollongong,75.95
2,Monash University,74.6
3,Edith Cowan University,69.75
4,University of Western Australia,69.24
5,University of New South Wales,69.2
6,RMIT University,66.95
7,Australian National University,66.9
8,Victoria University Australia,65.7
9,University of New South Wales - Australian Defence Force Academy,64.42
10,University of Sydney,63.88
11,University of Adelaide,63.44
12,Swinburne University of Technology,63.07
13,University of Melbourne,62.58
14,University of South Australia,60.0
15,University of Tasmania,58.14
16,Curtin University,58.06
17,Deakin University,57.85
18,Flinders University,57.82
19,The University of Newcastle,54.6
20,University of Queensland,54.02
21,Griffith University,53.94
22,Queensland University of Technology,52.12
23,University of Technology Sydney,50.76
24,Federation University Australia,43.07
25,University of Southern Queensland,14.18
26,Western Sydney University,10.75
27,James Cook University,5.0
