Rank,University,Points
1,University of Wollongong,234.25
2,University of Western Australia,225.92
3,Monash University,209.77
4,Griffith University,196.36
5,University of Queensland,174.65
6,Edith Cowan University,169.95
7,RMIT University,163.08
8,University of Tasmania,155.99
9,University of Melbourne,153.78
10,University of Sydney,150.76
11,Australian National University,135.84
12,Curtin University,133.48
13,Queensland University of Technology,122.92
14,University of Adelaide,122.51
15,Swinburne University of Technology,115.07
16,University of New South Wales,106.16
17,University of New South Wales - Australian Defence Force Academy,78.65
18,University of Technology Sydney,78.45
19,The University of Newcastle,65.06
20,University of South Australia,36.55
21,Deakin University,22.98
22,Victoria University Australia,22.04
23,Flinders University,8.25
24,James Cook University,7.0
25,Western Sydney University,2.0
26,Federation University Australia,0.0
27,University of Southern Queensland,0.0
