Rank,University,Points
1,Tokyo Denki University,1872.15
2,Sophia University,1315.71
3,Osaka University,1253.8
4,Meijo University,1150.31
5,Kanazawa University,1111.38
6,Kanagawa Institute of Technology,1056.89
7,Honda Technical College Kansai,1005.41
8,Tokyo City University,939.83
9,Nagoya Institute of Technology,932.34
10,Shibaura Institute of Technology,903.58
11,Kyoto University,868.57
12,Kokushikan University,850.94
13,Keio University,827.31
14,Doshisha University,815.75
15,Kyoto Institute of Technology,771.07
16,Nagoya University,767.69
17,Tokyo University of Agriculture and Technology,766.55
18,Utsunomiya University,718.79
19,Kobe University,706.77
20,Shizuoka University,681.79
21,The University of Tokyo,679.61
22,Yokohama National University,673.4
23,College of Science and Technology Nihon University,667.46
24,Tokyo University of Science,663.91
25,Chiba University,605.16
26,Kanazawa Institute of Technology,596.68
27,Niigata University,594.99
28,Ibaraki University,592.84
29,Okayama University,587.57
30,Tokai University,575.65
31,Kinki University,569.27
32,Kogakuin University,541.56
33,Kyushu Institute of Technology,529.26
34,Daido Institute of Technology,510.6
35,University of Yamanashi,498.21
36,Honda Technical College Kanto,487.71
37,University of Fukui,482.36
38,Osaka City University,478.04
39,Toyohashi University of Technology,462.13
40,Seikei University,459.75
41,Nihon Automobile College,455.08
42,Hokkaido University,423.38
43,Nippon Institute of Technology,417.31
44,Gifu University,396.67
45,Shizuoka Institute of Science and Technology,379.5
46,Aichi Institute of Technology,339.96
47,Ritsumeikan University,319.21
48,Meisei University,316.76
49,Waseda University,286.72
50,Sojo University,251.19
51,Sanyo-Onoda City University at Tokyo University of Science,244.29
52,Osaka Sangyo University,236.85
53,Tottori University,221.5
54,Setsunan University,215.23
55,Kurume Institute of Technology,192.37
56,Hiroshima University,168.19
57,Hiroshima Institute of Technology,168.1
58,Osaka Prefecture University,164.47
59,Faculty of Textile Science & Technology. Shinshu University,163.68
60,College of Industrial Technology Nihon University,153.98
61,Osaka Institute of Technology,143.66
62,Institute of Technologists,133.86
63,Toyota Technical College Nagoya,132.27
64,Chiba Institute of Technology,116.9
65,Tokyo Metropolitan University,105.65
66,Kochi University of Technology,103.86
67,Yamagata University,98.7
68,Aso College of Automotive Engineering and Technology,98.1
69,The University of Kitakyushu,97.31
70,Kyushu University,96.66
71,Fukui University of Technology,91.43
72,Tokyo Institute of Technology,69.0
73,Teikyo University,62.28
74,Saitama University,60.34
75,University of Toyama,58.93
76,Tokyo Metropolitan College of Industrial Technology,57.6
77,Kyushu Sangyo University,52.52
78,Gunma University,38.09
79,Shizuoka Professional College of Automobile Technology,37.78
80,WIZ International College of Information and Technology,26.0
81,Shonan Institute of Technology,16.9
82,Aoyama Gakuin University,10.98
83,Tokyo Tech Car College Setagaya,0.0
84,Akita Prefectural University,-3.9
85,Okayama University of Science,-65.93
86,Saitama Institute of Technology,-79.44
87,Hokkaido Automotive Engineering College,-100.0
