Rank,University,Points
1,Sophia University,3128.7
2,Tokyo Denki University,2733.5
3,Osaka University,2172.26
4,Kyoto University,2047.0
5,Shibaura Institute of Technology,1876.21
6,Yokohama National University,1760.69
7,Tokai University,1709.07
8,Nagoya Institute of Technology,1704.35
9,Kokushikan University,1600.91
10,Ibaraki University,1597.51
11,Meijo University,1590.09
12,Utsunomiya University,1545.84
13,Kanazawa University,1521.0
14,Doshisha University,1519.55
15,Tokyo City University,1484.25
16,Kobe University,1484.1
17,Honda Technical College Kansai,1468.08
18,Nagoya University,1464.93
19,College of Science and Technology Nihon University,1450.92
20,Chiba University,1442.42
21,Kanagawa Institute of Technology,1404.84
22,Kyoto Institute of Technology,1396.55
23,Tokyo University of Science,1375.5
24,The University of Tokyo,1365.1
25,Okayama University,1343.91
26,Kyushu Institute of Technology,1339.96
27,Shizuoka University,1314.54
28,Tokyo University of Agriculture and Technology,1284.71
29,Ritsumeikan University,1228.0
30,Kinki University,1214.55
31,Toyohashi University of Technology,1211.2
32,Gifu University,1159.52
33,Keio University,1155.44
34,Kanazawa Institute of Technology,1145.9
35,Kogakuin University,1099.7
36,Shizuoka Institute of Science and Technology,981.08
37,University of Yamanashi,962.02
38,Osaka Sangyo University,925.27
39,Osaka Institute of Technology,887.0
40,Nippon Institute of Technology,862.0
41,University of Fukui,860.36
42,Kurume Institute of Technology,845.23
43,Seikei University,821.68
44,Waseda University,819.78
45,Osaka City University,813.31
46,Meisei University,806.95
47,Honda Technical College Kanto,798.63
48,Toyota Technical College Nagoya,793.0
49,Hokkaido University,790.22
50,Nihon Automobile College,760.0
51,Institute of Technologists,718.25
52,Niigata University,657.0
53,Daido Institute of Technology,642.36
54,Sojo University,537.0
55,Sanyo-Onoda City University at Tokyo University of Science,507.0
56,Chiba Institute of Technology,489.36
57,College of Industrial Technology Nihon University,451.66
58,Tottori University,437.0
59,Aichi Institute of Technology,420.0
60,Hiroshima University,412.0
61,Tokyo Metropolitan University,371.35
62,Setsunan University,344.0
63,Kochi University of Technology,322.12
64,University of Toyama,304.0
65,Fukui University of Technology,294.76
66,The University of Kitakyushu,291.0
67,Okayama University of Science,290.0
68,Aoyama Gakuin University,235.0
69,Saitama University,229.0
70,Hiroshima Institute of Technology,222.0
71,Faculty of Textile Science & Technology. Shinshu University,220.22
72,Saitama Institute of Technology,211.0
73,Shizuoka Professional College of Automobile Technology,205.0
74,Osaka Prefecture University,199.0
75,Teikyo University,194.0
76,Kyushu University,180.0
77,Akita Prefectural University,117.37
78,Gunma University,115.0
79,Kyushu Sangyo University,110.0
80,Aso College of Automotive Engineering and Technology,95.0
81,Yamagata University,95.0
82,Tokyo Institute of Technology,82.0
83,Tokyo Metropolitan College of Industrial Technology,75.0
84,Hokkaido Automotive Engineering College,45.0
85,Shonan Institute of Technology,40.0
86,Tokyo Tech Car College Setagaya,21.0
87,WIZ International College of Information and Technology,0.0
