Rank,University,Points
1,Yokohama National University,112.61
2,Kyoto Institute of Technology,109.22
3,Kyoto University,105.53
4,Ibaraki University,104.09
5,Nihon Automobile College,101.79
6,Nagoya Institute of Technology,99.36
7,Utsunomiya University,94.09
8,Chiba University,91.13
9,Nagoya University,90.69
10,Sophia University,90.21
11,Shibaura Institute of Technology,88.34
12,Osaka University,87.39
13,Shizuoka Institute of Science and Technology,84.93
14,Kanazawa Institute of Technology,82.02
15,The University of Tokyo,80.24
16,Nippon Institute of Technology,79.92
17,Tokyo City University,75.48
18,Kobe University,74.67
19,Osaka Sangyo University,74.12
20,Tokyo Institute of Technology,73.25
21,Shizuoka University,73.22
22,Tokai University,69.71
23,Kanazawa University,69.49
24,Toyohashi University of Technology,67.13
25,Ritsumeikan University,65.07
26,Doshisha University,64.51
27,Waseda University,63.45
28,Hokkaido University,62.52
29,Kyushu Institute of Technology,62.32
30,Institute of Technologists,61.89
31,College of Science and Technology Nihon University,61.72
32,Meijo University,59.66
33,Sanyo-Onoda City University at Tokyo University of Science,59.32
34,University of Yamanashi,58.59
35,Osaka Institute of Technology,58.25
36,Toyota Technical College Nagoya,57.71
37,Teikyo University,56.8
38,Kogakuin University,55.7
39,Tokyo Metropolitan College of Industrial Technology,55.45
40,Kokushikan University,55.27
41,Tokyo University of Agriculture and Technology,54.97
42,Kanagawa Institute of Technology,54.77
43,Kurume Institute of Technology,53.87
44,Tokyo Denki University,53.07
45,Keio University,52.62
46,University of Fukui,50.74
47,Tokyo University of Science,49.39
48,Osaka City University,49.2
49,Honda Technical College Kanto,48.76
50,Saitama University,45.54
51,Gifu University,45.35
52,Okayama University,44.96
53,Seikei University,44.1
54,Honda Technical College Kansai,43.35
55,Aichi Institute of Technology,42.8
56,Hiroshima University,42.19
57,Tokyo Metropolitan University,38.19
58,Kinki University,38.13
59,Okayama University of Science,37.26
60,Saitama Institute of Technology,36.89
61,Niigata University,30.76
62,College of Industrial Technology Nihon University,29.98
63,The University of Kitakyushu,29.33
64,Setsunan University,26.83
65,Shizuoka Professional College of Automobile Technology,26.33
66,Daido Institute of Technology,25.32
67,Gunma University,21.75
68,University of Toyama,20.69
69,Sojo University,20.45
70,Tottori University,15.78
71,Hiroshima Institute of Technology,15.33
72,Meisei University,13.77
73,Aso College of Automotive Engineering and Technology,12.06
74,Hokkaido Automotive Engineering College,7.5
75,WIZ International College of Information and Technology,7.5
76,Faculty of Textile Science & Technology. Shinshu University,6.38
77,Chiba Institute of Technology,5.84
78,Kochi University of Technology,3.75
79,Osaka Prefecture University,3.0
80,Fukui University of Technology,0.83
81,Akita Prefectural University,0.0
82,Aoyama Gakuin University,0.0
83,Kyushu Sangyo University,0.0
84,Kyushu University,0.0
85,Shonan Institute of Technology,0.0
86,Tokyo Tech Car College Setagaya,0.0
87,Yamagata University,0.0
