Rank,University,Points
1,Yokohama National University,61.8
2,The University of Tokyo,57.9
3,Kanazawa University,57.14
4,Kyoto University,56.57
5,Sophia University,55.61
6,Nagoya University,54.45
7,Kanagawa Institute of Technology,53.64
8,Gunma University,52.26
9,Meijo University,51.03
10,Shizuoka University,50.38
11,Osaka University,50.14
12,Chiba University,49.41
13,Ibaraki University,49.15
14,Okayama University,47.01
15,Kanazawa Institute of Technology,46.25
16,Shibaura Institute of Technology,45.77
17,Kobe University,45.73
18,Tokyo Metropolitan College of Industrial Technology,45.6
19,Saitama University,45.31
20,Nippon Institute of Technology,44.63
21,Nagoya Institute of Technology,44.61
22,Tokyo City University,44.53
23,Nihon Automobile College,44.52
24,Utsunomiya University,43.94
25,Tokyo Denki University,42.3
26,Keio University,42.02
27,Waseda University,41.82
28,Kyoto Institute of Technology,41.66
29,College of Science and Technology Nihon University,41.33
30,Hokkaido Automotive Engineering College,41.25
31,Doshisha University,40.97
32,Kyushu Institute of Technology,40.31
33,Kinki University,40.3
34,Kokushikan University,40.01
35,Toyohashi University of Technology,39.67
36,Hokkaido University,39.16
37,Niigata University,38.86
38,Tokyo University of Agriculture and Technology,38.62
39,Shizuoka Institute of Science and Technology,37.85
40,Osaka City University,37.51
41,Seikei University,37.14
42,Honda Technical College Kansai,37.0
43,Tokyo University of Science,36.95
44,Tokyo Metropolitan University,36.81
45,University of Yamanashi,36.59
46,Tokai University,36.55
47,Gifu University,36.3
48,University of Fukui,36.27
49,The University of Kitakyushu,35.83
50,Osaka Institute of Technology,35.07
51,Osaka Sangyo University,34.62
52,Aichi Institute of Technology,34.5
53,Ritsumeikan University,33.05
54,Sanyo-Onoda City University at Tokyo University of Science,32.6
55,Honda Technical College Kanto,32.27
56,Toyota Technical College Nagoya,31.76
57,Institute of Technologists,31.04
58,Kyushu University,30.78
59,Akita Prefectural University,30.32
60,Faculty of Textile Science & Technology. Shinshu University,30.31
61,Kurume Institute of Technology,30.0
62,Tokyo Institute of Technology,28.72
63,Hiroshima Institute of Technology,28.47
64,Teikyo University,28.12
65,Okayama University of Science,28.0
66,Chiba Institute of Technology,27.48
67,Daido Institute of Technology,27.19
68,University of Toyama,27.15
69,Kogakuin University,27.03
70,Kyushu Sangyo University,26.25
71,Aso College of Automotive Engineering and Technology,26.05
72,Tottori University,25.88
73,Sojo University,25.68
74,Meisei University,24.47
75,Hiroshima University,24.16
76,Shonan Institute of Technology,23.68
77,Shizuoka Professional College of Automobile Technology,22.25
78,College of Industrial Technology Nihon University,21.83
79,Kochi University of Technology,21.21
80,Fukui University of Technology,19.01
81,Osaka Prefecture University,16.2
82,Setsunan University,16.13
83,WIZ International College of Information and Technology,15.0
84,Aoyama Gakuin University,14.33
85,Yamagata University,11.32
86,Saitama Institute of Technology,3.74
87,Tokyo Tech Car College Setagaya,0.0
