Rank,University,Points
1,Osaka University,72.12
2,Kanagawa Institute of Technology,70.46
3,Tokyo Denki University,66.86
4,Meijo University,64.42
5,Daido Institute of Technology,63.82
6,Keio University,63.64
7,Kyoto Institute of Technology,61.17
8,Kanazawa University,59.12
9,Nagoya University,59.05
10,Tokyo Metropolitan College of Industrial Technology,57.6
11,Kyoto University,55.86
12,Nagoya Institute of Technology,54.84
13,Doshisha University,53.99
14,Tokyo City University,53.82
15,Niigata University,52.61
16,Tokyo University of Agriculture and Technology,52.56
17,Kyushu Sangyo University,52.52
18,Kobe University,48.76
19,The University of Tokyo,48.54
20,Osaka City University,47.8
21,Sophia University,46.99
22,Honda Technical College Kansai,45.87
23,Nihon Automobile College,44.93
24,Yokohama National University,44.89
25,Ibaraki University,44.16
26,Shibaura Institute of Technology,43.38
27,Nippon Institute of Technology,43.01
28,Shizuoka University,42.61
29,Utsunomiya University,42.28
30,Tokyo University of Science,41.94
31,Seikei University,41.8
32,Kokushikan University,41.56
33,Kanazawa Institute of Technology,41.29
34,Kogakuin University,40.92
35,Chiba University,39.93
36,Honda Technical College Kanto,39.65
37,Kyushu Institute of Technology,39.45
38,Okayama University,38.63
39,Toyohashi University of Technology,38.51
40,University of Yamanashi,38.32
41,Aichi Institute of Technology,37.77
42,College of Science and Technology Nihon University,37.27
43,Tokyo Institute of Technology,34.5
44,University of Fukui,34.45
45,Hokkaido University,34.15
46,Kinki University,34.12
47,Tokyo Metropolitan University,33.48
48,Yamagata University,32.9
49,Osaka Prefecture University,32.89
50,Faculty of Textile Science & Technology. Shinshu University,32.74
51,Sanyo-Onoda City University at Tokyo University of Science,32.18
52,Hiroshima Institute of Technology,30.1
53,Gunma University,29.04
54,Gifu University,28.75
55,Tokai University,27.97
56,Waseda University,27.26
57,Shizuoka Institute of Science and Technology,27.11
58,WIZ International College of Information and Technology,26.0
59,Kochi University of Technology,25.96
60,Tottori University,24.51
61,Kyushu University,24.17
62,The University of Kitakyushu,23.72
63,Meisei University,23.37
64,Sojo University,22.84
65,Hiroshima University,22.75
66,Saitama University,22.15
67,Setsunan University,21.52
68,Ritsumeikan University,21.0
69,Aso College of Automotive Engineering and Technology,19.62
70,Osaka Sangyo University,18.48
71,Teikyo University,17.24
72,Shonan Institute of Technology,16.9
73,Fukui University of Technology,16.5
74,College of Industrial Technology Nihon University,16.04
75,Kurume Institute of Technology,15.99
76,Osaka Institute of Technology,15.81
77,University of Toyama,15.09
78,Chiba Institute of Technology,14.61
79,Toyota Technical College Nagoya,14.01
80,Institute of Technologists,10.3
81,Shizuoka Professional College of Automobile Technology,7.55
82,Aoyama Gakuin University,4.44
83,Tokyo Tech Car College Setagaya,0.0
84,Akita Prefectural University,-1.95
85,Okayama University of Science,-8.24
86,Saitama Institute of Technology,-11.35
87,Hokkaido Automotive Engineering College,-100.0
