Rank,University,Points
1,Sophia University,4162.58
2,Shibaura Institute of Technology,3680.26
3,Yokohama National University,3336.0
4,Osaka University,2987.99
5,Kyoto Institute of Technology,2908.37
6,Kokushikan University,2865.22
7,Tokai University,2711.82
8,Tokyo City University,2679.75
9,Utsunomiya University,2677.39
10,Chiba University,2517.19
11,Nihon Automobile College,2502.15
12,Kanazawa University,2427.6
13,Nagoya University,2404.34
14,Kyoto University,2239.55
15,Nagoya Institute of Technology,2192.76
16,College of Science and Technology Nihon University,2124.7
17,Tokyo Denki University,2094.35
18,Doshisha University,2064.14
19,Ibaraki University,2063.7
20,The University of Tokyo,2011.58
21,Kobe University,1978.67
22,Ritsumeikan University,1913.84
23,Tokyo University of Science,1909.01
24,Nippon Institute of Technology,1853.69
25,Shizuoka University,1785.69
26,Kyushu Institute of Technology,1718.05
27,Kanagawa Institute of Technology,1633.46
28,Toyohashi University of Technology,1552.44
29,Meijo University,1487.29
30,Shizuoka Institute of Science and Technology,1483.54
31,Institute of Technologists,1350.86
32,Kogakuin University,1282.4
33,Honda Technical College Kanto,1257.83
34,Tokyo University of Agriculture and Technology,1195.69
35,Gifu University,1162.9
36,Hokkaido University,1162.23
37,University of Yamanashi,1117.38
38,Kinki University,1073.5
39,Osaka Sangyo University,1046.87
40,Toyota Technical College Nagoya,1002.42
41,Waseda University,997.8
42,Osaka City University,973.04
43,Keio University,949.47
44,Sanyo-Onoda City University at Tokyo University of Science,933.72
45,Honda Technical College Kansai,915.75
46,Kanazawa Institute of Technology,851.77
47,University of Fukui,842.69
48,Seikei University,783.23
49,Osaka Institute of Technology,766.39
50,Okayama University,734.88
51,Kurume Institute of Technology,693.35
52,College of Industrial Technology Nihon University,680.5
53,Aichi Institute of Technology,603.51
54,Tokyo Metropolitan University,589.45
55,Saitama University,435.2
56,Hiroshima University,408.16
57,Okayama University of Science,396.42
58,Teikyo University,393.61
59,Niigata University,378.32
60,Daido Institute of Technology,358.39
61,The University of Kitakyushu,245.15
62,Setsunan University,242.58
63,Meisei University,228.3
64,Tottori University,212.65
65,Hiroshima Institute of Technology,193.5
66,Chiba Institute of Technology,166.6
67,Faculty of Textile Science & Technology. Shinshu University,146.08
68,Shizuoka Professional College of Automobile Technology,137.04
69,WIZ International College of Information and Technology,125.61
70,Saitama Institute of Technology,118.34
71,Aso College of Automotive Engineering and Technology,111.56
72,Hokkaido Automotive Engineering College,98.61
73,Sojo University,47.0
74,University of Toyama,42.5
75,Osaka Prefecture University,18.0
76,Gunma University,6.0
77,Tokyo Metropolitan College of Industrial Technology,1.21
78,Akita Prefectural University,0.0
79,Aoyama Gakuin University,0.0
80,Fukui University of Technology,0.0
81,Kochi University of Technology,0.0
82,Kyushu Sangyo University,0.0
83,Kyushu University,0.0
84,Shonan Institute of Technology,0.0
85,Tokyo Institute of Technology,0.0
86,Tokyo Tech Car College Setagaya,0.0
87,Yamagata University,0.0
