Rank,University,Points
1,Sophia University,15274
2,Shibaura Institute of Technology,11557
3,Osaka University,11539
4,Tokyo Denki University,10630
5,Yokohama National University,10311
6,Kyoto University,10043
7,Kyoto Institute of Technology,9593
8,Tokai University,9161
9,Nagoya Institute of Technology,9044
10,Tokyo City University,9032
11,Kanazawa University,8959
12,Chiba University,8810
13,Utsunomiya University,8707
14,Kokushikan University,8682
15,Ibaraki University,8362
16,Doshisha University,8299
17,Nagoya University,7891
18,Kobe University,7794
19,Meijo University,7761
20,College of Science and Technology Nihon University,7412
21,Nihon Automobile College,7352
22,Kyushu Institute of Technology,6923
23,Shizuoka University,6876
24,Kanagawa Institute of Technology,6793
25,The University of Tokyo,6640
26,Nippon Institute of Technology,6636
27,Honda Technical College Kansai,6627
28,Tokyo University of Science,6580
29,Ritsumeikan University,6086
30,Kanazawa Institute of Technology,5879
31,Tokyo University of Agriculture and Technology,5778
32,Shizuoka Institute of Science and Technology,5701
33,Toyohashi University of Technology,5374
34,Gifu University,5236
35,Okayama University,5182
36,Kogakuin University,5089
37,University of Yamanashi,5021
38,Kinki University,4823
39,Osaka Sangyo University,4766
40,Keio University,4757
41,Hokkaido University,4694
42,Waseda University,4554
43,Honda Technical College Kanto,4523
44,Institute of Technologists,4294
45,University of Fukui,4102
46,Osaka Institute of Technology,4054
47,Toyota Technical College Nagoya,3965
48,Osaka City University,3764
49,Kurume Institute of Technology,3747
50,Sanyo-Onoda City University at Tokyo University of Science,3368
51,Seikei University,3297
52,Niigata University,2970
53,College of Industrial Technology Nihon University,2516
54,Aichi Institute of Technology,2500
55,Meisei University,2128
56,Daido Institute of Technology,2088
57,Hiroshima University,2014
58,Tokyo Metropolitan University,1918
59,Teikyo University,1578
60,Saitama University,1510
61,The University of Kitakyushu,1500
62,Tottori University,1464
63,Okayama University of Science,1444
64,Sojo University,1311
65,Hiroshima Institute of Technology,1304
66,Setsunan University,1261
67,Chiba Institute of Technology,1103
68,University of Toyama,934
69,Shizuoka Professional College of Automobile Technology,836
70,Faculty of Textile Science & Technology. Shinshu University,757
71,Fukui University of Technology,712
72,Aso College of Automotive Engineering and Technology,599
73,Gunma University,586
74,Saitama Institute of Technology,560
75,Kochi University of Technology,526
76,Osaka Prefecture University,517
77,Aoyama Gakuin University,405
78,Kyushu University,360
79,Tokyo Institute of Technology,332
80,Tokyo Metropolitan College of Industrial Technology,298
81,Yamagata University,227
82,WIZ International College of Information and Technology,226
83,Hokkaido Automotive Engineering College,198
84,Kyushu Sangyo University,189
85,Akita Prefectural University,174
86,Shonan Institute of Technology,81
87,Tokyo Tech Car College Setagaya,21
