Rank,University,Lowest Place,#
1,Sophia University,1st,7
2,Kyoto Institute of Technology,1st,4
3,Nagoya Institute of Technology,1st,2
4,Osaka University,1st,2
5,Tokai University,1st,2
6,Yokohama National University,1st,2
7,Aichi Institute of Technology,1st,1
8,Chiba University,1st,1
9,Doshisha University,1st,1
10,Gifu University,1st,1
11,Hiroshima University,1st,1
12,Institute of Technologists,1st,1
13,Kanazawa Institute of Technology,1st,1
14,Kobe University,1st,1
15,Kogakuin University,1st,1
16,Kurume Institute of Technology,1st,1
17,Kyoto University,1st,1
18,Kyushu Institute of Technology,1st,1
19,Meijo University,1st,1
20,Nagoya University,1st,1
21,Nihon Automobile College,1st,1
22,Niigata University,1st,1
23,Nippon Institute of Technology,1st,1
24,Okayama University of Science,1st,1
25,Okayama University,1st,1
26,Osaka City University,1st,1
27,Osaka Institute of Technology,1st,1
28,Osaka Sangyo University,1st,1
29,Saitama Institute of Technology,1st,1
30,Sanyo-Onoda City University at Tokyo University of Science,1st,1
31,Seikei University,1st,1
32,Setsunan University,1st,1
33,Shibaura Institute of Technology,1st,1
34,Shizuoka Institute of Science and Technology,1st,1
35,Shizuoka Professional College of Automobile Technology,1st,1
36,Shizuoka University,1st,1
37,Sojo University,1st,1
38,Tokyo City University,1st,1
39,Tokyo University of Agriculture and Technology,1st,1
40,Tokyo University of Science,1st,1
41,Toyohashi University of Technology,1st,1
42,Toyota Technical College Nagoya,1st,1
43,University of Fukui,1st,1
44,University of Yamanashi,1st,1
45,Utsunomiya University,1st,1
46,The University of Tokyo,2nd,3
47,Kanazawa University,3rd,3
48,Kokushikan University,3rd,2
49,Ibaraki University,3rd,1
50,Tokyo Denki University,3rd,1
51,Tokyo Institute of Technology,3rd,1
52,Kanagawa Institute of Technology,5th,1
53,Ritsumeikan University,6th,1
54,Waseda University,6th,1
55,College of Science and Technology Nihon University,7th,1
56,Tokyo Metropolitan College of Industrial Technology,9th,1
57,Honda Technical College Kansai,10th,1
58,Kinki University,10th,1
59,Hokkaido University,11th,1
60,Honda Technical College Kanto,12th,1
61,Keio University,12th,1
62,College of Industrial Technology Nihon University,15th,1
63,Meisei University,15th,1
64,Daido Institute of Technology,16th,1
65,Saitama University,22nd,1
66,Faculty of Textile Science & Technology. Shinshu University,24th,1
67,Tokyo Metropolitan University,29th,1
68,Kochi University of Technology,33rd,1
69,Gunma University,34th,1
70,Chiba Institute of Technology,35th,1
71,Fukui University of Technology,39th,1
72,Hiroshima Institute of Technology,41st,1
73,Teikyo University,41st,1
74,Aso College of Automotive Engineering and Technology,45th,2
75,Osaka Prefecture University,45th,2
76,Hokkaido Automotive Engineering College,45th,1
77,Tottori University,45th,1
78,WIZ International College of Information and Technology,47th,1
79,The University of Kitakyushu,55th,1
80,University of Toyama,60th,1
81,Akita Prefectural University,N/A,0
82,Aoyama Gakuin University,N/A,0
83,Kyushu Sangyo University,N/A,0
84,Kyushu University,N/A,0
85,Shonan Institute of Technology,N/A,0
86,Tokyo Tech Car College Setagaya,N/A,0
87,Yamagata University,N/A,0
