Rank,University,Points
1,Yokohama National University,222.4
2,Nihon Automobile College,208.51
3,Kyoto Institute of Technology,193.89
4,Nagoya University,184.95
5,Shibaura Institute of Technology,167.28
6,Utsunomiya University,157.49
7,Osaka University,157.26
8,Sophia University,148.66
9,Chiba University,148.07
10,The University of Tokyo,143.68
11,Nippon Institute of Technology,142.59
12,Tokyo City University,141.04
13,Kokushikan University,136.44
14,Toyohashi University of Technology,129.37
15,Tokai University,129.13
16,Nagoya Institute of Technology,128.99
17,Ibaraki University,128.98
18,WIZ International College of Information and Technology,125.61
19,Kyoto University,124.42
20,Kanazawa University,121.38
21,Kobe University,116.39
22,Doshisha University,114.67
23,Ritsumeikan University,112.58
24,Tokyo University of Science,112.29
25,College of Science and Technology Nihon University,111.83
26,Shizuoka University,111.61
27,Kanagawa Institute of Technology,108.9
28,Shizuoka Institute of Science and Technology,105.97
29,Institute of Technologists,103.91
30,Kyushu Institute of Technology,101.06
31,Hokkaido Automotive Engineering College,98.61
32,Tokyo Metropolitan University,98.24
33,Osaka City University,97.3
34,Sanyo-Onoda City University at Tokyo University of Science,93.37
35,Honda Technical College Kanto,89.84
36,Saitama University,87.04
37,University of Yamanashi,85.95
38,Kogakuin University,85.49
39,Hokkaido University,83.02
40,Teikyo University,78.72
41,Meijo University,78.28
42,Toyota Technical College Nagoya,77.11
43,Waseda University,76.75
44,Tokyo Denki University,74.8
45,Osaka Sangyo University,74.78
46,Tokyo University of Agriculture and Technology,74.73
47,Keio University,73.04
48,Gifu University,72.68
49,Seikei University,71.2
50,Aichi Institute of Technology,67.06
51,University of Fukui,60.19
52,Kinki University,59.64
53,Osaka Institute of Technology,58.95
54,Kanazawa Institute of Technology,53.24
55,College of Industrial Technology Nihon University,52.35
56,Okayama University of Science,49.55
57,Kurume Institute of Technology,46.22
58,Hiroshima University,45.35
59,Daido Institute of Technology,44.8
60,Okayama University,43.23
61,Honda Technical College Kansai,38.16
62,The University of Kitakyushu,35.02
63,Faculty of Textile Science & Technology. Shinshu University,29.22
64,Niigata University,29.1
65,Setsunan University,24.26
66,Hiroshima Institute of Technology,24.19
67,Aso College of Automotive Engineering and Technology,22.31
68,Tottori University,21.26
69,Chiba Institute of Technology,20.82
70,Shizuoka Professional College of Automobile Technology,19.58
71,Saitama Institute of Technology,16.91
72,Meisei University,14.27
73,University of Toyama,7.08
74,Sojo University,4.27
75,Osaka Prefecture University,3.6
76,Gunma University,1.5
77,Tokyo Metropolitan College of Industrial Technology,1.21
78,Akita Prefectural University,0.0
79,Aoyama Gakuin University,0.0
80,Fukui University of Technology,0.0
81,Kochi University of Technology,0.0
82,Kyushu Sangyo University,0.0
83,Kyushu University,0.0
84,Shonan Institute of Technology,0.0
85,Tokyo Institute of Technology,0.0
86,Tokyo Tech Car College Setagaya,0.0
87,Yamagata University,0.0
