Rank,University,Points
1,Sophia University,1281.17
2,Osaka University,1053.33
3,Shibaura Institute of Technology,977.21
4,Chiba University,913.28
5,Yokohama National University,875.42
6,Utsunomiya University,845.58
7,Tokai University,832.11
8,Kyoto University,819.11
9,Kokushikan University,779.46
10,Kanazawa Institute of Technology,763.05
11,Nihon Automobile College,728.09
12,Doshisha University,719.85
13,Nagoya University,673.53
14,Tokyo City University,660.94
15,Kobe University,643.26
16,Kyoto Institute of Technology,642.02
17,Ibaraki University,627.85
18,Kanagawa Institute of Technology,625.75
19,Nagoya Institute of Technology,613.98
20,Kanazawa University,588.5
21,Tokyo Denki University,567.91
22,Toyohashi University of Technology,565.59
23,Shizuoka University,542.66
24,Kyushu Institute of Technology,503.33
25,Gifu University,496.84
26,Osaka Sangyo University,494.33
27,Nippon Institute of Technology,489.81
28,Honda Technical College Kansai,487.63
29,College of Science and Technology Nihon University,484.1
30,Osaka Institute of Technology,461.52
31,University of Yamanashi,455.22
32,Tokyo University of Agriculture and Technology,453.9
33,Institute of Technologists,451.66
34,Tokyo University of Science,449.05
35,Waseda University,429.37
36,Ritsumeikan University,428.73
37,Meijo University,418.45
38,Shizuoka Institute of Science and Technology,417.68
39,Hokkaido University,406.43
40,Toyota Technical College Nagoya,406.28
41,Osaka City University,403.13
42,The University of Tokyo,356.71
43,Sanyo-Onoda City University at Tokyo University of Science,322.21
44,University of Fukui,319.33
45,Kogakuin University,315.61
46,Okayama University,314.22
47,Kurume Institute of Technology,297.96
48,Keio University,279.46
49,Seikei University,267.97
50,Hiroshima University,260.7
51,Kinki University,229.03
52,Teikyo University,218.02
53,Niigata University,174.84
54,The University of Kitakyushu,112.39
55,Honda Technical College Kanto,105.05
56,Saitama University,98.59
57,Aichi Institute of Technology,84.7
58,Tokyo Metropolitan University,82.74
59,College of Industrial Technology Nihon University,72.79
60,University of Toyama,70.71
61,Sojo University,62.77
62,Setsunan University,60.6
63,Hiroshima Institute of Technology,59.07
64,Daido Institute of Technology,52.33
65,Tokyo Metropolitan College of Industrial Technology,47.14
66,Tokyo Institute of Technology,46.74
67,Okayama University of Science,41.76
68,Tottori University,40.94
69,Osaka Prefecture University,37.72
70,Shizuoka Professional College of Automobile Technology,37.33
71,Fukui University of Technology,35.06
72,Meisei University,32.9
73,Faculty of Textile Science & Technology. Shinshu University,30.01
74,Chiba Institute of Technology,29.02
75,Aso College of Automotive Engineering and Technology,16.42
76,Saitama Institute of Technology,12.19
77,Hokkaido Automotive Engineering College,3.5
78,Akita Prefectural University,0.0
79,Aoyama Gakuin University,0.0
80,Gunma University,0.0
81,Kochi University of Technology,0.0
82,Kyushu Sangyo University,0.0
83,Kyushu University,0.0
84,Shonan Institute of Technology,0.0
85,Tokyo Tech Car College Setagaya,0.0
86,WIZ International College of Information and Technology,0.0
87,Yamagata University,0.0
