Business Presentation - Average Points,339th,1.92,
Business Presentation - Best Result,290th,23rd,x1
Business Presentation - Total,339th,1.92,
Cost - Average Points,327th,5.0,
Cost - Best Result,270th,23rd,x1
Cost - Total,330th,5.0,
Points - Average Points,339th,7.0,
Points - Total,339th,7,
