Acceleration - Average Points,104th,8.56,
Acceleration - Best Result,87th,6th,x1
Acceleration - Total,73rd,136.96,
AutoX - Average Points,100th,13.14,
AutoX - Best Result,124th,10th,x1
AutoX - Total,66th,210.31,
Business Presentation - Average Points,243rd,38.73,
Business Presentation - Best Result,132nd,7th,x1
Business Presentation - Total,51st,619.7,
Cost - Average Points,178th,48.77,
Cost - Best Result,125th,7th,x1
Cost - Total,48th,780.25,
Endurance - Average Points,139th,3.44,
Endurance - Best Result,104th,7th,x1
Endurance - Total,108th,55.04,
Engineering Design - Average Points,115th,80.16,
Engineering Design - Best Result,70th,4th,x1
Engineering Design - Total,41st,1282.55,
Fuel - Average Points,123rd,6.25,
Fuel - Best Result,40th,1st,x1
Fuel - Total,94th,100.0,
Points - Average Points,142nd,201.56,
Points - Total,55th,3225,
Skidpad - Average Points,114th,7.06,
Skidpad - Best Result,98th,7th,x1
Skidpad - Total,75th,112.94,
