Acceleration - Average Points,60th,29.0,
Acceleration - Best Result,95th,5th,x1
Acceleration - Total,136th,58.01,
AutoX - Average Points,52nd,45.53,
AutoX - Best Result,144th,9th,x1
AutoX - Total,136th,91.06,
Business Presentation - Average Points,259th,42.74,
Business Presentation - Best Result,262nd,17th,x1
Business Presentation - Total,276th,85.47,
Cost - Average Points,145th,62.9,
Cost - Best Result,31st,1st,x1
Cost - Total,234th,125.8,
Endurance - Average Points,177th,4.5,
Endurance - Best Result,199th,28th,x1
Endurance - Total,199th,9.0,
Engineering Design - Average Points,214th,63.0,
Engineering Design - Best Result,207th,14th,x1
Engineering Design - Total,249th,126.0,
Points - Average Points,138th,254.0,
Points - Total,219th,508,
Skidpad - Average Points,94th,16.16,
Skidpad - Best Result,163rd,13th,x1
Skidpad - Total,158th,32.32,
