Acceleration - Average Points,137th,0.54,
Acceleration - Best Result,105th,7th,x1
Acceleration - Total,130th,7.0,
AutoX - Average Points,142nd,1.91,
AutoX - Best Result,82nd,5th,x1
AutoX - Total,127th,24.88,
Business Presentation - Average Points,216th,43.58,
Business Presentation - Best Result,110th,5th,x1
Business Presentation - Total,54th,566.56,
Cost - Average Points,244th,29.06,
Cost - Best Result,135th,8th,x1
Cost - Total,82nd,377.83,
Endurance - Average Points,101st,13.5,
Endurance - Best Result,86th,5th,x1
Endurance - Total,89th,175.56,
Engineering Design - Average Points,175th,61.59,
Engineering Design - Best Result,132nd,9th,x1
Engineering Design - Total,63rd,800.66,
Fuel - Average Points,121st,6.68,
Fuel - Best Result,111th,4th,x1
Fuel - Total,116th,86.85,
Points - Average Points,202nd,153.46,
Points - Total,79th,1995,
Skidpad - Average Points,140th,0.46,
Skidpad - Best Result,117th,9th,x1
Skidpad - Total,134th,6.0,
