Acceleration - Average Points,203rd,0.38,
Acceleration - Best Result,190th,22nd,x1
Acceleration - Total,194th,3.8,
AutoX - Average Points,209th,0.5,
AutoX - Best Result,195th,20th,x1
AutoX - Total,205th,5.0,
Business Presentation - Average Points,220th,46.38,
Business Presentation - Best Result,108th,3rd,x1
Business Presentation - Total,94th,463.76,
Cost - Average Points,195th,53.5,
Cost - Best Result,174th,8th,x1
Cost - Total,96th,535.05,
Endurance - Average Points,176th,4.88,
Endurance - Best Result,144th,8th,x1
Endurance - Total,156th,48.75,
Engineering Design - Average Points,255th,50.12,
Engineering Design - Best Result,210th,14th,x1
Engineering Design - Total,126th,501.25,
Points - Average Points,255th,146.3,
Points - Total,140th,1463,
Skidpad - Average Points,193rd,0.73,
Skidpad - Best Result,118th,6th,x1
Skidpad - Total,182nd,7.3,
