Acceleration - Average Points,94th,20.0,
Acceleration - Best Result,35th,1st,x1
Acceleration - Total,108th,100.0,
AutoX - Average Points,19th,67.68,
AutoX - Best Result,35th,1st,x1
AutoX - Total,65th,338.4,
Business Presentation - Average Points,28th,66.36,
Business Presentation - Best Result,22nd,1st,x2
Business Presentation - Total,127th,331.8,
Cost - Average Points,46th,78.58,
Cost - Best Result,47th,1st,x1
Cost - Total,120th,392.9,
Endurance - Average Points,39th,98.56,
Endurance - Best Result,32nd,1st,x1
Endurance - Total,73rd,492.8,
Engineering Design - Average Points,41st,109.0,
Engineering Design - Best Result,65th,3rd,x1
Engineering Design - Total,119th,545.0,
Fuel - Average Points,47th,36.36,
Fuel - Best Result,136th,4th,x1
Fuel - Total,90th,181.8,
Points - Average Points,29th,499.8,
Points - Total,96th,2499,
Skidpad - Average Points,53rd,27.24,
Skidpad - Best Result,56th,2nd,x1
Skidpad - Total,84th,136.2,
