AutoX - Average Points,201st,1.25,
AutoX - Best Result,187th,18th,x1
AutoX - Total,204th,5.0,
Business Presentation - Average Points,80th,59.47,
Business Presentation - Best Result,197th,10th,x2
Business Presentation - Total,164th,237.87,
Cost - Average Points,200th,52.68,
Cost - Best Result,230th,15th,x1
Cost - Total,181st,210.71,
Endurance - Average Points,166th,6.25,
Endurance - Best Result,174th,12th,x1
Endurance - Total,178th,25.0,
Engineering Design - Average Points,201st,66.43,
Engineering Design - Best Result,214th,15th,x1
Engineering Design - Total,183rd,265.73,
Points - Average Points,207th,178.5,
Points - Total,200th,714,
