Acceleration - Average Points,100th,13.58,
Acceleration - Best Result,64th,3rd,x1
Acceleration - Total,112th,67.9,
AutoX - Average Points,26th,60.4,
AutoX - Best Result,65th,3rd,x1
AutoX - Total,60th,302.0,
Business Presentation - Average Points,13th,70.7,
Business Presentation - Best Result,66th,2nd,x1
Business Presentation - Total,96th,353.5,
Cost - Average Points,132nd,61.08,
Cost - Best Result,208th,16th,x1
Cost - Total,119th,305.4,
Endurance - Average Points,2nd,210.1,
Endurance - Best Result,15th,1st,x2
Endurance - Total,32nd,1050.5,
Engineering Design - Average Points,22nd,117.0,
Engineering Design - Best Result,43rd,2nd,x1
Engineering Design - Total,93rd,585.0,
Fuel - Average Points,14th,56.46,
Fuel - Best Result,92nd,2nd,x1
Fuel - Total,56th,282.3,
Points - Average Points,14th,598.2,
Points - Total,72nd,2991,
Skidpad - Average Points,113th,8.96,
Skidpad - Best Result,73rd,4th,x1
Skidpad - Total,116th,44.8,
