Business Presentation - Average Points,61st,61.23,
Business Presentation - Best Result,77th,3rd,x1
Business Presentation - Total,152nd,183.7,
Cost - Average Points,218th,39.57,
Cost - Best Result,155th,9th,x1
Cost - Total,188th,118.7,
Endurance - Average Points,165th,1.67,
Endurance - Best Result,127th,8th,x1
Endurance - Total,167th,5.0,
Engineering Design - Average Points,154th,70.0,
Engineering Design - Best Result,99th,6th,x1
Engineering Design - Total,170th,210.0,
Points - Average Points,198th,162.33,
Points - Total,181st,487,
