Acceleration - Average Points,36th,35.5,
Acceleration - Best Result,13th,1st,x2
Acceleration - Total,17th,994.02,
AutoX - Average Points,47th,48.09,
AutoX - Best Result,9th,1st,x3
AutoX - Total,15th,1346.55,
Business Presentation - Average Points,137th,53.46,
Business Presentation - Best Result,88th,3rd,x1
Business Presentation - Total,27th,1496.96,
Cost - Average Points,64th,75.84,
Cost - Best Result,28th,1st,x1
Cost - Total,18th,2123.63,
Endurance - Average Points,45th,88.46,
Endurance - Best Result,24th,1st,x1
Endurance - Total,17th,2476.94,
Engineering Design - Average Points,47th,107.54,
Engineering Design - Best Result,7th,1st,x3
Engineering Design - Total,21st,3011.24,
Fuel - Average Points,37th,40.69,
Fuel - Best Result,30th,1st,x1
Fuel - Total,15th,1139.38,
Points - Average Points,38th,474.61,
Points - Total,18th,13289,
Skidpad - Average Points,43rd,29.49,
Skidpad - Best Result,25th,1st,x1
Skidpad - Total,19th,825.58,
