AutoX - Average Points,173rd,0.75,
AutoX - Best Result,166th,29th,x1
AutoX - Total,172nd,4.5,
Business Presentation - Average Points,77th,59.15,
Business Presentation - Best Result,31st,1st,x1
Business Presentation - Total,95th,354.89,
Cost - Average Points,86th,69.85,
Cost - Best Result,126th,6th,x1
Cost - Total,94th,419.1,
Engineering Design - Average Points,161st,67.67,
Engineering Design - Best Result,159th,11th,x1
Engineering Design - Total,116th,406.0,
Points - Average Points,172nd,184.17,
Points - Total,138th,1105,
