Acceleration - Average Points,36th,34.94,
Acceleration - Best Result,147th,18th,x1
Acceleration - Total,107th,69.89,
AutoX - Average Points,54th,40.05,
AutoX - Best Result,154th,16th,x1
AutoX - Total,120th,80.1,
Business Presentation - Average Points,235th,40.97,
Business Presentation - Best Result,262nd,31st,x1
Business Presentation - Total,230th,81.94,
Cost - Average Points,252nd,24.68,
Cost - Best Result,255th,35th,x1
Cost - Total,244th,49.35,
Endurance - Average Points,24th,111.4,
Endurance - Best Result,133rd,9th,x1
Endurance - Total,95th,222.81,
Engineering Design - Average Points,222nd,48.0,
Engineering Design - Best Result,253rd,35th,x1
Engineering Design - Total,213th,96.0,
Fuel - Average Points,26th,47.79,
Fuel - Best Result,101st,3rd,x1
Fuel - Total,118th,95.58,
Points - Average Points,80th,332.5,
Points - Total,164th,665,
Skidpad - Average Points,68th,19.74,
Skidpad - Best Result,153rd,27th,x1
Skidpad - Total,122nd,39.48,
