Business Presentation - Average Points,228th,41.7,
Business Presentation - Best Result,171st,11th,x1
Business Presentation - Total,186th,83.39,
Cost - Average Points,194th,44.5,
Cost - Best Result,154th,10th,x1
Cost - Total,178th,89.0,
Engineering Design - Average Points,186th,60.0,
Engineering Design - Best Result,157th,12th,x1
Engineering Design - Total,176th,120.0,
Points - Average Points,231st,126.0,
Points - Total,190th,252,
