Acceleration - Average Points,69th,19.89,
Acceleration - Best Result,16th,1st,x1
Acceleration - Total,29th,517.1,
AutoX - Average Points,103rd,12.79,
AutoX - Best Result,50th,3rd,x1
AutoX - Total,48th,332.62,
Business Presentation - Average Points,136th,53.31,
Business Presentation - Best Result,89th,4th,x1
Business Presentation - Total,19th,1386.12,
Cost - Average Points,143rd,58.04,
Cost - Best Result,51st,2nd,x1
Cost - Total,25th,1508.99,
Endurance - Average Points,92nd,23.71,
Endurance - Best Result,36th,2nd,x1
Endurance - Total,45th,616.34,
Engineering Design - Average Points,105th,84.15,
Engineering Design - Best Result,50th,3rd,x1
Engineering Design - Total,26th,2187.83,
Fuel - Average Points,110th,13.1,
Fuel - Best Result,31st,1st,x1
Fuel - Total,46th,340.66,
Points - Average Points,97th,274.88,
Points - Total,31st,7147,
Skidpad - Average Points,91st,12.04,
Skidpad - Best Result,91st,7th,x2
Skidpad - Total,38th,312.94,
