AutoX - Average Points,138th,2.46,
AutoX - Best Result,98th,6th,x1
AutoX - Total,133rd,14.78,
Business Presentation - Average Points,161st,49.92,
Business Presentation - Best Result,79th,3rd,x1
Business Presentation - Total,86th,299.51,
Cost - Average Points,170th,51.46,
Cost - Best Result,180th,13th,x1
Cost - Total,95th,308.78,
Endurance - Average Points,115th,8.33,
Endurance - Best Result,85th,5th,x1
Endurance - Total,112th,50.0,
Engineering Design - Average Points,79th,91.68,
Engineering Design - Best Result,59th,3rd,x1
Engineering Design - Total,79th,550.06,
Points - Average Points,146th,199.0,
Points - Total,108th,1194,
