Acceleration - Average Points,163rd,4.59,
Acceleration - Best Result,166th,16th,x1
Acceleration - Total,151st,36.7,
AutoX - Average Points,191st,1.81,
AutoX - Best Result,172nd,13th,x1
AutoX - Total,185th,14.5,
Business Presentation - Average Points,191st,48.7,
Business Presentation - Best Result,226th,12th,x1
Business Presentation - Total,111th,389.59,
Cost - Average Points,138th,63.83,
Cost - Best Result,222nd,14th,x1
Cost - Total,102nd,510.62,
Engineering Design - Average Points,193rd,68.08,
Engineering Design - Best Result,232nd,17th,x1
Engineering Design - Total,120th,544.62,
Points - Average Points,206th,179.25,
Points - Total,143rd,1434,
Skidpad - Average Points,169th,3.48,
Skidpad - Best Result,172nd,16th,x1
Skidpad - Total,163rd,27.83,
