Acceleration - Average Points,35th,35.24,
Acceleration - Best Result,25th,1st,x1
Acceleration - Total,15th,916.23,
AutoX - Average Points,21st,61.51,
AutoX - Best Result,13th,1st,x2
AutoX - Total,9th,1599.19,
Business Presentation - Average Points,138th,52.41,
Business Presentation - Best Result,142nd,7th,x1
Business Presentation - Total,25th,1362.58,
Cost - Average Points,101st,66.96,
Cost - Best Result,57th,2nd,x1
Cost - Total,22nd,1740.91,
Endurance - Average Points,31st,100.11,
Endurance - Best Result,11th,1st,x2
Endurance - Total,14th,2602.91,
Engineering Design - Average Points,50th,104.17,
Engineering Design - Best Result,24th,1st,x1
Engineering Design - Total,20th,2708.5,
Fuel - Average Points,57th,34.89,
Fuel - Best Result,117th,4th,x1
Fuel - Total,19th,907.16,
Points - Average Points,32nd,475.96,
Points - Total,16th,12375,
Skidpad - Average Points,43rd,27.61,
Skidpad - Best Result,25th,1st,x1
Skidpad - Total,22nd,717.87,
